best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.0046417957094187536,4.003266943935537,1.0,0.35684647302904565,9.999999747378752e-05,1989
