best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.0003193060464448044,1.4435723355559051,1.0,0.8073770491803278,9.999999747378752e-05,1824
