best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.0001510572944903991,5.102345761740604,1.0,0.30179028817073766,9.999999747378752e-05,1988
