best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.0013942584466021203,4.577492700248468,1.0,0.3401639344262295,9.999999747378752e-05,1849
