best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.004028755610381238,4.130711911154575,1.0,0.3360655737704918,9.999999747378752e-05,1910
