best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.0001890681315209625,4.355693488824563,1.0,0.3524590163934426,9.999999747378752e-05,1222
