val_loss,val_acc,loss,acc
0.21881048063762853,0.7704918032786885,0.270092637812505,0.32786885245901637
0.16115113775261114,0.7704918032786885,0.1875698164593978,0.7786885245901639
0.1377482529057831,0.7704918032786885,0.1462624148755777,0.7786885245901639
0.13068434058642778,0.7704918032786885,0.1312284196620105,0.7786885245901639
0.12830508194985937,0.7704918032786885,0.12627508363029996,0.7786885245901639
0.12737182173572603,0.7704918032786885,0.12442152495266962,0.7786885245901639
0.12695229688628776,0.7704918032786885,0.12381589198943044,0.7786885245901639
0.1268233918264264,0.7704918032786885,0.12334957260821687,0.7786885245901639
0.1268497353694478,0.7704918032786885,0.12340347786418727,0.7786885245901639
0.1266233674326881,0.7704918032786885,0.12317825710309334,0.7786885245901639
0.12663051192877722,0.7704918032786885,0.12296443493639836,0.7786885245901639
0.12665115883115863,0.7704918032786885,0.12321317318033,0.7786885245901639
0.1265940348633,0.7704918032786885,0.12295140277166836,0.7786885245901639
0.1266339980676526,0.7704918032786885,0.12306441928519578,0.7786885245901639
0.12658803506952818,0.7704918032786885,0.12301044630222634,0.7786885245901639
0.1266914139517018,0.7704918032786885,0.12298858971869359,0.7786885245901639
0.1267284218405114,0.7704918032786885,0.12313313855499518,0.7786885245901639
0.12668006073256008,0.7704918032786885,0.12308265937522786,0.7786885245901639
0.1267197063711823,0.7704918032786885,0.1230464335836348,0.7786885245901639
0.12663395140991837,0.7704918032786885,0.12298667207970972,0.7786885245901639
0.12674046197875602,0.7704918032786885,0.12309888713672514,0.7786885245901639
0.12664048764549318,0.7704918032786885,0.12288847809932271,0.7786885245901639
0.12663326986500476,0.7704918032786885,0.12287612735736565,0.7786885245901639
0.12668539363829817,0.7704918032786885,0.12304484941920296,0.7786885245901639
0.12663596233383553,0.7704918032786885,0.12286749873004976,0.7786885245901639
0.12667256666988622,0.7704918032786885,0.12291656141398383,0.7786885245901639
0.12666907979816686,0.7704918032786885,0.12297867433946641,0.7786885245901639
0.12662217020988464,0.7704918032786885,0.1230206724073066,0.7786885245901639
0.12660003758844782,0.7704918032786885,0.12331251876398189,0.7786885245901639
0.12666713849442904,0.7704918032786885,0.1227917055614659,0.7786885245901639
0.12660021347100617,0.7704918032786885,0.12320399748497322,0.7786885245901639
0.1265954802759358,0.7704918032786885,0.12308088879360528,0.7786885245901639
0.12668887782292287,0.7704918032786885,0.12295719834624744,0.7786885245901639
0.1267122819286878,0.7704918032786885,0.12300292781141937,0.7786885245901639
0.1265820396728203,0.7704918032786885,0.12333599758929893,0.7786885245901639
0.126724258309505,0.7704918032786885,0.12305384361353076,0.7786885245901639
0.12663848405001593,0.7704918032786885,0.12303325924717012,0.7786885245901639
0.12673426627135667,0.7704918032786885,0.12301926485827712,0.7786885245901639
0.12671090393769938,0.7704918032786885,0.12314696402334777,0.7786885245901639
0.12661317357274351,0.7704918032786885,0.1229505729479868,0.7786885245901639
0.12684764969544332,0.7704918032786885,0.12314910453851105,0.7786885245901639
0.12668477023234131,0.7704918032786885,0.12292932285392871,0.7786885245901639
0.1266955015112142,0.7704918032786885,0.1229145524443173,0.7786885245901639
0.1267346817939008,0.7704918032786885,0.1230313277452207,0.7786885245901639
0.12668629967775502,0.7704918032786885,0.12295401340625325,0.7786885245901639
0.12668967149296745,0.7704918032786885,0.12294501750195613,0.7786885245901639
0.12669418239202657,0.7704918032786885,0.12278478775845199,0.7786885245901639
0.12670007641198205,0.7704918032786885,0.12295631258214107,0.7786885245901639
