best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.0013803027791627607,3.7425475306198246,1.0,0.44672131147540983,9.999999747378752e-05,1925
